cluster_num	sid	gene_i	all_genes_i	gene_j	all_genes_j	subtype	bin_i	chr_i	pos_i	strand_i	bin_j	chr_j	pos_j	strand_j	tile_qval	pval	prob	num_hits	stddev_i	stddev_j	tier
101	TCGA-CN-A63Y-01A	(ILF3)	"(ILF3)	(SLC44A2)	(ILF3-AS1)"	(MIR512-1)	"(MIR512-1)	(MIR512-2)	(MIR498)	(MIR520E)	(MIR515-1)	(MIR519E)	(MIR520F)	(MIR515-2)	(MIR519C)	(MIR1323)	(MIR1283-1)"	HNSC	1289	19	10758245	-	1328	19	54181941	-	0.00676413418106274	2.1e-06	1.80195252492941e-06	2	12.7279220613579	155.56349186104	tier 1
101	TCGA-D6-6824-01A	(ILF3)	"(ILF3)	(SLC44A2)	(ILF3-AS1)"	(MIR512-1)	"(MIR512-1)	(MIR512-2)	(MIR498)	(MIR520E)	(MIR515-1)	(MIR519E)	(MIR520F)	(MIR515-2)	(MIR519C)	(MIR1323)	(MIR1283-1)"	HNSC	1289	19	10758263	-	1328	19	54181721	-	0.00676413418106274	2.1e-06	1.80195252492941e-06	2	12.7279220613579	155.56349186104	tier 1
102	TCGA-CN-5361-01A	MIR548H2	"MIR548H2"	PHF3	"PHF3	EYS"	HNSC	286	3	151427252	-	528	6	64321553	-	0.0222279210478394	7.4e-06	1.42465935891241e-07	2	426.295965263571	54403.6897798915	tier 2
102	TCGA-CN-5361-01A	MIR548H2	"MIR548H2"	PHF3	"PHF3	EYS"	HNSC	286	3	151427809	+	528	6	64321460	-	0.0222279210478394	7.4e-06	1.42465935891241e-07	2	426.295965263571	54403.6897798915	tier 2
102	TCGA-CN-5361-01A	MIR548H2	"MIR548H2"	PHF3	"PHF3	EYS"	HNSC	286	3	151427809	+	528	6	64321576	+	0.0222279210478394	7.4e-06	1.42465935891241e-07	2	426.295965263571	54403.6897798915	tier 2
102	TCGA-T3-A92M-01A	MIR548H2	"MIR548H2"	PHF3	"PHF3	EYS"	HNSC	286	3	151428295	-	528	6	64430337	-	0.0222279210478394	7.4e-06	1.42465935891241e-07	2	426.295965263571	54403.6897798915	tier 2
103	TCGA-CR-7370-01A	LOC392452	"LOC392452	MIR221	MIR222"	CDK16	"CDK16	USP11	(UBA1)	(ZNF157)"	HNSC	1425	23	45570603	-	1427	23	47193054	+	0.0250032193286624	8.4e-06	1.34169956922292e-06	3	168795.74238583	71699.8846140401	tier 3
103	TCGA-CV-5430-01A	LOC392452	"LOC392452	MIR221	MIR222"	CDK16	"CDK16	USP11	(UBA1)	(ZNF157)"	HNSC	1425	23	45556502	+	1427	23	47229805	+	0.0250032193286624	8.4e-06	1.34169956922292e-06	3	168795.74238583	71699.8846140401	tier 3
103	TCGA-CV-5430-01A	LOC392452	"LOC392452	MIR221	MIR222"	CDK16	"CDK16	USP11	(UBA1)	(ZNF157)"	HNSC	1425	23	45839063	+	1427	23	47104350	-	0.0250032193286624	8.4e-06	1.34169956922292e-06	3	168795.74238583	71699.8846140401	tier 3
103	TCGA-H7-A6C5-01A	LOC392452	"LOC392452	MIR221	MIR222"	CDK16	"CDK16	USP11	(UBA1)	(ZNF157)"	HNSC	1425	23	45870711	+	1427	23	47078417	-	0.0250032193286624	8.4e-06	1.34169956922292e-06	3	168795.74238583	71699.8846140401	tier 3
104	TCGA-CV-5444-01A	CHIC2*	"CHIC2*	GSX2	RPL21P44"	CEP135	"CEP135	EXOC1	LOC644145"	HNSC	359	4	54887442	-	360	4	56617591	-	0.030110756792307	1e-05	1.4502780954102e-06	3	144839.666158825	127842.596615265	tier 3
104	TCGA-CV-7435-01A	CHIC2*	"CHIC2*	GSX2	RPL21P44"	CEP135	"CEP135	EXOC1	LOC644145"	HNSC	359	4	54719159	+	360	4	56863343	-	0.030110756792307	1e-05	1.4502780954102e-06	3	144839.666158825	127842.596615265	tier 3
104	TCGA-MZ-A7D7-01A	CHIC2*	"CHIC2*	GSX2	RPL21P44"	CEP135	"CEP135	EXOC1	LOC644145"	HNSC	359	4	55007497	+	360	4	56679347	-	0.030110756792307	1e-05	1.4502780954102e-06	3	144839.666158825	127842.596615265	tier 3
105	TCGA-CN-5374-01A	LRP5	"LRP5	MTL5	GAL	PPP6R3"	DHCR7	"DHCR7	NADSYN1	FLJ42102	KRTAP5-7	MIR6754	(KRTAP5-8)"	HNSC	913	11	68303747	+	919	11	71124731	-	0.0334138707194129	1.2e-05	8.56661292086211e-06	4	155750.872404994	65875.1315008175	tier 3
105	TCGA-CQ-6228-01A	LRP5	"LRP5	MTL5	GAL	PPP6R3"	DHCR7	"DHCR7	NADSYN1	FLJ42102	KRTAP5-7	MIR6754	(KRTAP5-8)"	HNSC	913	11	68472978	-	919	11	71089448	+	0.0334138707194129	1.2e-05	8.56661292086211e-06	4	155750.872404994	65875.1315008175	tier 3
105	TCGA-CV-7435-01A	LRP5	"LRP5	MTL5	GAL	PPP6R3"	DHCR7	"DHCR7	NADSYN1	FLJ42102	KRTAP5-7	MIR6754	(KRTAP5-8)"	HNSC	913	11	68492125	+	919	11	71241157	-	0.0334138707194129	1.2e-05	8.56661292086211e-06	4	155750.872404994	65875.1315008175	tier 3
105	TCGA-UF-A7JD-01A	LRP5	"LRP5	MTL5	GAL	PPP6R3"	DHCR7	"DHCR7	NADSYN1	FLJ42102	KRTAP5-7	MIR6754	(KRTAP5-8)"	HNSC	913	11	68161473	+	919	11	71175257	+	0.0334138707194129	1.2e-05	8.56661292086211e-06	4	155750.872404994	65875.1315008175	tier 3
106	TCGA-BB-A6UM-01A	ROCK1P1	"ROCK1P1	(MIR8078)"	TMEM241	"TMEM241"	HNSC	1206	18	113493	+	1225	18	20958916	+	0.0353396192598564	1.2e-05	4.14035991442522e-06	2	197.989898732233	21.2132034355964	tier 1
106	TCGA-CN-5361-01A	ROCK1P1	"ROCK1P1	(MIR8078)"	TMEM241	"TMEM241"	HNSC	1206	18	113213	+	1225	18	20958886	+	0.0353396192598564	1.2e-05	4.14035991442522e-06	2	197.989898732233	21.2132034355964	tier 1
107	TCGA-CN-6010-01A	(MIR548AP)	"(MIR548AP)"	none	"none"	HNSC	28	1	84048097	-	339	4	19464556	-	0.0386640555359637	1.4e-05	4.58883078535093e-07	2	516.895057047366	16402.0488964032	tier 1
107	TCGA-F7-A623-01A	(MIR548AP)	"(MIR548AP)"	none	"none"	HNSC	28	1	84048828	+	339	4	19441360	-	0.0386640555359637	1.4e-05	4.58883078535093e-07	2	516.895057047366	16402.0488964032	tier 1
108	TCGA-CQ-A4CH-01A	ABI2	"ABI2	RAPH1"	PARD3B	"PARD3B"	HNSC	196	2	204274786	-	199	2	205830278	+	0.0580536904850957	2.1e-05	2.46345367576589e-06	3	73009.4378031589	96211.2493024248	tier 3
108	TCGA-CR-7374-01A	ABI2	"ABI2	RAPH1"	PARD3B	"PARD3B"	HNSC	196	2	204400691	+	199	2	205934266	-	0.0580536904850957	2.1e-05	2.46345367576589e-06	3	73009.4378031589	96211.2493024248	tier 3
108	TCGA-CV-7103-01A	ABI2	"ABI2	RAPH1"	PARD3B	"PARD3B"	HNSC	196	2	204273691	+	199	2	206022485	+	0.0580536904850957	2.1e-05	2.46345367576589e-06	3	73009.4378031589	96211.2493024248	tier 3
109	TCGA-CQ-5333-01A	EIF5B	"EIF5B	REV1"	TTC28	"TTC28"	HNSC	114	2	100004228	+	1391	22	28669866	-	0.0787371114323315	2.9e-05	3.77317481613074e-07	2	39005.4738940575	168.913291365718	tier 1
109	TCGA-CQ-5333-01A	EIF5B	"EIF5B	REV1"	TTC28	"TTC28"	HNSC	114	2	100004228	-	1391	22	28670134	+	0.0787371114323315	2.9e-05	3.77317481613074e-07	2	39005.4738940575	168.913291365718	tier 1
109	TCGA-CQ-5333-01A	EIF5B	"EIF5B	REV1"	TTC28	"TTC28"	HNSC	114	2	100004377	-	1391	22	28670306	+	0.0787371114323315	2.9e-05	3.77317481613074e-07	2	39005.4738940575	168.913291365718	tier 1
109	TCGA-H7-A6C5-01A	EIF5B	"EIF5B	REV1"	TTC28	"TTC28"	HNSC	114	2	100075468	+	1391	22	28670133	+	0.0787371114323315	2.9e-05	3.77317481613074e-07	2	39005.4738940575	168.913291365718	tier 1
109	TCGA-H7-A6C5-01A	EIF5B	"EIF5B	REV1"	TTC28	"TTC28"	HNSC	114	2	100075515	+	1391	22	28670247	+	0.0787371114323315	2.9e-05	3.77317481613074e-07	2	39005.4738940575	168.913291365718	tier 1
110	TCGA-BB-7862-01A	RP11-449D8.1	"RP11-449D8.1"	TAF4B	"TAF4B	PSMA8"	HNSC	1228	18	22143414	-	1231	18	23924595	-	0.0958419048757937	3.6e-05	2.55037231170243e-06	3	74371.6644092359	128280.027721907	tier 3
110	TCGA-CV-7416-01A	RP11-449D8.1	"RP11-449D8.1"	TAF4B	"TAF4B	PSMA8"	HNSC	1228	18	22192718	-	1231	18	23900378	-	0.0958419048757937	3.6e-05	2.55037231170243e-06	3	74371.6644092359	128280.027721907	tier 3
110	TCGA-CV-A6JM-01A	RP11-449D8.1	"RP11-449D8.1"	TAF4B	"TAF4B	PSMA8"	HNSC	1228	18	22289599	+	1231	18	23691291	+	0.0958419048757937	3.6e-05	2.55037231170243e-06	3	74371.6644092359	128280.027721907	tier 3
